pct,pi_p,lift
5,0.5178571428571429,7.116564417177914
10,0.42857142857142855,5.889570552147238
20,0.3080357142857143,4.233128834355828
30,0.2261904761904762,3.1083844580777096
50,0.1455357142857143,2.0
