pct,pi_p,lift
5,0.25892857142857145,3.473053892215569
10,0.23214285714285715,3.1137724550898205
20,0.16741071428571427,2.245508982035928
30,0.15327380952380953,2.0558882235528944
50,0.12767857142857142,1.7125748502994012
