lift,pct,pi_p
3.333333333333333,1,0.04464285714285714
1.6666666666666665,2,0.02232142857142857
1.3333333333333333,5,0.017857142857142856
0.6666666666666666,10,0.008928571428571428
0.5,20,0.006696428571428571
