pct,pi_p,lift
5,0.125,1.7177914110429446
10,0.125,1.7177914110429446
20,0.10491071428571429,1.4417177914110428
30,0.09077380952380952,1.2474437627811858
50,0.07857142857142857,1.0797546012269938
