lift,pct,pi_p
1.2269938650306746,1,0.08928571428571427
1.5337423312883434,2,0.11160714285714285
1.1042944785276074,5,0.08035714285714286
0.920245398773006,10,0.06696428571428571
0.9815950920245398,20,0.07142857142857142
