pct,pi_p,lift
5,0.5446428571428571,7.484662576687115
10,0.4375,6.012269938650307
20,0.31026785714285715,4.263803680981595
30,0.23065476190476192,3.1697341513292434
50,0.14464285714285716,1.9877300613496933
