lift,pct,pi_p
1.2269938650306746,1,0.08928571428571427
1.5337423312883434,2,0.11160714285714285
1.3496932515337423,5,0.09821428571428571
1.2269938650306749,10,0.08928571428571429
0.8588957055214723,20,0.0625
