pct,pi_p,lift
5,0.03571428571428571,2.6666666666666665
10,0.049107142857142856,3.666666666666667
20,0.04017857142857143,3.0000000000000004
30,0.03422619047619048,2.555555555555556
50,0.025,1.866666666666667
