pct,pi_p,lift
5,0.22321428571428573,2.9940119760479043
10,0.22767857142857142,3.053892215568862
20,0.17857142857142858,2.3952095808383236
30,0.15029761904761904,2.0159680638722555
50,0.13035714285714287,1.7485029940119763
