pct,pi_p,lift
5,0.13392857142857142,1.840490797546012
10,0.13392857142857142,1.840490797546012
20,0.10267857142857142,1.411042944785276
30,0.09375,1.2883435582822085
50,0.07946428571428571,1.0920245398773005
