lift,pct,pi_p
2.4539877300613493,1,0.17857142857142855
1.840490797546012,2,0.13392857142857142
1.5950920245398772,5,0.11607142857142858
1.3496932515337423,10,0.09821428571428571
1.0736196319018405,20,0.078125
